Cluster_Original;Descricao_Item;Preco_Pago_Real;Preco_Justo_Estimado;Quantas_Vezes_Mais_Caro;ano;unidade_gestora
8;cinco tubos de silicone estruturado para uso na manutencao das janelas do predio sede da prpr;210.00;66.12;3.20;2016;
15;servico de revisao e manutencao do portao automatico e configuracao de novo controle;230.00;72.49;3.20;2016;
17;atender a demanda de prestacao de servico de conserto do aparelho do ar condicionado da sala da secretaria juridica da prmpassosmg;300.00;94.56;3.20;2019;prmg
15;materiais necessarios para conserto de portas de banheiros;196.43;61.94;3.20;2018;
9;anel superior 1618 50 unidades;176.00;55.52;3.20;2016;
14;solicitacao da procuradora da republica thais araujo ruiz franco para instalar um espelho no banheiro de cada gabinete da prm de jiparanaro;200.00;63.09;3.20;2018;
17;problemas com a falta de funcionamento de aparelho dear  condicionado  split;300.00;94.65;3.20;2019;prrs
5;aquisicao de placas de acrilico com vistas ao conserto de expositor sendo a mesma feita por suprimento de fundos em razao do baixo custo e da celeridade necessaria a resposta eficiente da demanda;259.20;81.78;3.20;2019;prse
5;medicamentos;221.54;69.91;3.20;2016;
10;01 rolo papel contact  100 envelope convite branco;170.75;53.90;3.20;2016;
19;material solicitado para uso na selog prsc;200.00;63.20;3.20;2021;prsc
16;diante da necessidade de finalizacao de pequenas modificacoes nas instalacoes de salas dentro do edificio sede da prba;242.70;76.87;3.20;2019;prba
6;a empresa morada responsavel pelo contrato de copeiragem da prrj nao entregou os materiais para o mes de janeiro2019;399.00;126.44;3.20;2019;prrj
6;servico de limpeza de reservatorio de agua;350.00;110.98;3.20;2016;
11;cx de luz emb 2 disjuntor termomegnetico 2 e canaleta;145.83;46.24;3.20;2016;
17;para resolver problema eletrico no elevador da prro;216.25;68.60;3.20;2018;
10;compra de colunas de estante de aco para restauracao;140.00;44.42;3.20;2019;prmg
9;2 tubos de sikaflex para manutencao na caixa de gordura da sobreloja;144.72;45.93;3.20;2016;
6;aquisicao de jogo de talheres po de cafe e pilhas para utilizacao na prmcriciumasc;183.94;58.40;3.10;2021;prsc
10;lona plastica 25 metros;120.00;38.10;3.10;2016;
19;aquisicao de lampadas eletricas para substituicao das queimadas;241.26;76.65;3.10;2021;prac
14;possibilitar a plena utilizacao da sala de apoio familiar pelas maes lactantes;217.00;69.01;3.10;2019;prr4 regiao
11;fita adesiva pra prmg;152.60;48.53;3.10;2019;prmg
15;servico de conserto no motor do portao do estacionamento do edificiosede da prr 5 regiao;240.00;76.38;3.10;2016;
13;servico de instalacao e configuracao de duas fechaduras biometricas da marca dlock no cpd e no sadm da prm santa cruz do sul;220.00;70.04;3.10;2019;prrs
16;contratacao de servico de manutencao emergencial de vaso sanitario do banheiro da sala 108 gabinete do 1 oficio;200.00;63.74;3.10;2017;
3;a fim de atender necessidades informadas no prro000035402021;237.03;75.55;3.10;2021;prro
17;servico de manutencao eletrica e hidraulica;154.00;49.08;3.10;2016;
6;acucar doce dia;229.50;73.16;3.10;2016;
19;compra de lampadas para substituicao das que se encontram queimadas;224.03;71.44;3.10;2018;
15;servicos de conserto com troca de pecas da fechadura biometrica localizada na sala de servidor de rede;220.24;70.24;3.10;2017;
9;2 tubos de sikaflex para manutencao na caixa de gordura da sobreloja;144.00;45.93;3.10;2016;
14;servicos de placas de acrilico para area de seguranca 3 x 9000;270.00;86.14;3.10;2016;
1;dedetizacao necessaria das instalacoes da prm campos dos goytacazes;260.00;82.96;3.10;2018;
12;compra de pendrive 16 gb  06 unidades;150.00;47.87;3.10;2016;
16;reparos do portao da garagem da prm ilheus;280.00;89.39;3.10;2020;prba
1;pagamento em especie de 02 passagens de ferry boat para veiculo oficial ida e volta em atendimento a solicitacao do 01 oficio civel desta procuradoria recebida via memorando n 232017natoprma;180.00;57.48;3.10;2017;
6;necessidade de troca das rodas do carrinho de servico utilizado pela copa;187.00;59.72;3.10;2021;prrs
6;acucar doce dia;229.00;73.16;3.10;2016;
3;justificase diante da necessidade de emoldurar tres mapas que permitem visualizar as terras indigenas e os 40 municipios pertencentes a area de atribuicao da procuradoria da republica em erechim a necessidade de confeccionar um material desse tipo advem de longa data no entanto nunca foi priorizada agora com a deflagracao de inumeros conflitos indigenas nesta regiao entendese que seja necessario e imprescindivel possuir um instrumento de pesquisa desse tipo na prm os mapas auxiliarao os servidores e procuradores a se localizar diante dos fatos saber a distancia dos municipios que estao envolvidos a movimentacao dos indigenas de uma aldeia para outra e a distancia disso alem de dar uma nocao muito mais clara do tamanho de cada municipio e de cada terra indigena;270.00;86.31;3.10;2019;prrs
15;servicos urgentes de reparos na porta blindex frontal da prm de paragominas;214.28;68.53;3.10;2017;
15;reparo e manutencao no portao da garagem;300.00;95.98;3.10;2020;prrj
12;compra de reatores eletricos bivolt  10 unidades;220.00;70.40;3.10;2016;
14;preenchimento de espaco no corredor do gabinete do procuradorchefe;223.00;71.38;3.10;2018;
17;aquisicao de pendrive para atendimento na prrj em razao de nao possuirmos em nosso almoxarifado;225.00;72.05;3.10;2020;prrj
2;material oontologico para atender o setor de saude em razao do retorno do atendimento presencial e por nao conter os materiais solicitados em nosso almoxarifado;354.80;113.62;3.10;2021;prrj
14;aquisicao de 5 calendarios de parede mpf;295.00;94.54;3.10;2019;prr4 regiao
19;reposicao de estoque do almoxarifado da prrs;240.50;77.09;3.10;2020;prrs
0;"conserto do motor do limpador de paranabrisa do veiculo oficial peugeotvan boxer placa isa 2433
";260.00;83.36;3.10;2017;
8;limpeza de calhas vedacao de 6 metros lineares de rufos;244.00;78.26;3.10;2019;prsp
18;manutencao predial prsc;189.28;60.71;3.10;2019;prsc
16;p disponibilizar bebedouro sobressalente a selog e assim possibilitar atendimento de demandas emergenciais de substituicao de bebedouros;200.00;64.17;3.10;2019;prsc
10;08 metros quadrados de vidro laminado 4x4 bronze;200.00;64.18;3.10;2016;
14;o perfil que prendia as persianas na viga caiu e as persianas tiveram que ser reinstaladas entretanto as persianas estao desajustadas e a correcao requer profissional especializado;250.00;80.23;3.10;2017;
7;aquisicao de agua mineral para fornecimento na procuradoria da republica em barra do garcasmt;237.72;76.37;3.10;2019;prmt
17;aquisicao de defletor para instalacao no gabinete do procuradorchefe da prsc de forma a evitar que possivel vazamento de agua do ar condicionado afete o televisor la instalado;291.00;93.50;3.10;2021;prsc
3;carimbos diversos;220.02;70.71;3.10;2016;
17;aquisicao de cabos canoncanon para oitiva pois nao havia o item no almoxarifado;216.00;69.44;3.10;2018;
12;tubo pvc esgoto tigre 150mm  6 metros;117.00;37.62;3.10;2016;
16;adequacao dos vasos sanitarios dos cinco banheiros da unidade que estavam sem assentos e tampas nao adquiridos por ocasiao da reforma da sede devido a omissoes do projeto executivo da obra;282.65;90.92;3.10;2018;
3;aquisicao de papel contact para atender a fixacao de etiquetas para o tombamento de novos livrosaquisicao de barbante para apensar processos;162.00;52.13;3.10;2018;
17;recarga de gas e manutencao do aparelho de ar condicionado do cpd da prmtot;350.00;112.70;3.10;2018;
18;pilhas para cofres;175.20;56.41;3.10;2019;prmg
2;desenvolvimento do trabalho;312.00;100.49;3.10;2019;prmt
15;aquisicao de duas fechaduras para a porta de acesso lateral ao predio da prm pelotas e porta de acesso ao anexo do predio da guarita;246.00;79.25;3.10;2019;prrs
10;buchas de nylon d8 50 buchas de nylon d10 50 parafuso 300;80.50;25.96;3.10;2016;
2;solicitacao de pilhas para os termometros que medem a temperatura de todas as pessoas que acessam o predio da prrj em razao da covid19 e em razao de nao possuirmos eessse material em nosso almoxarifado;278.00;89.72;3.10;2021;prrj
8;aquisicao de um latao de 18 litros de tinta acrilica fosca na palha e um latao de 18 litros de massa corrida interior ambos para serem utilizados no predio sede da prpr;322.43;104.06;3.10;2017;
16;para colocacao nos halls dos andares em complemento ao da empresa de limpeza;280.60;90.58;3.10;2020;prrj
10;forro pvc 10cm x 6m m para tunel garagem 84m x r 1990;167.16;53.97;3.10;2016;
4;asseio da frota;280.00;90.47;3.10;2021;prrr
0;combustivel para abastecimento do motor gerador;333.90;108.06;3.10;2018;
4;despesas de pequeno vulto;209.60;67.83;3.10;2017;
16;manutencao da sede da prpi;216.09;69.95;3.10;2019;prpi
15;considerando a ocorrencia de avaria no vao de blindex na recepcao desteprediosolicito seja contratado o servico de reparo imediato tendo em vista o risco a seguraca dos que transitam pelo referido edificio;260.00;84.18;3.10;2020;prrj
4;contratacao autorizada pela coordenadora da prmjiparana o valor bruto da nota fiscal de servicos r 110000 pagamento parcial com cartao saldo em saque e deposito na conta da contratada;300.00;97.14;3.10;2020;prro
10;broca para perfuradora slf2 de 14;136.00;44.04;3.10;2016;
13;compra de plantas baixas do predio da prr4 para atender auditoria;301.60;97.70;3.10;2020;prr4 regiao
6;para suprir a falta de material que nao foi entregue pela empresa suan;279.77;90.70;3.10;2018;
14;aquisicao de 144m2 espelho 3m uso em eventos na prr4m;195.00;63.23;3.10;2019;prr4 regiao
2;compra de oleo para gerador;335.92;109.01;3.10;2021;prr4 regiao
6;aquisicao de cafe acucar alcool em gel alcool liquido para manutencao da prm;220.99;71.71;3.10;2021;prpi
4;aquisicao de jarras de inox para atender a necessidade da copa da prmrondonopolis despesas de pequeno vulto;215.00;69.79;3.10;2020;prmt
9;dobradica superior 3 e inferior 2;211.58;68.69;3.10;2016;
16;manutencao predial  material utilizado na caixa dagua inferior;278.90;90.55;3.10;2021;prr5 regiao
2;compra de 100 litros de oleo diesel para o motor do gerador de energia;329.90;107.14;3.10;2019;prr4 regiao
7;aquisicao de produtos sem contrato ou ata de registro de preco;190.22;61.79;3.10;2019;prmt
6;oficio circular n 312021caprsc;319.60;103.84;3.10;2021;prsc
17;conserto do microondas com troca de pecas  magnetron e odiodo do capacitador;220.00;71.48;3.10;2019;prsp
12;plugue  plug cordao cabo interfone fita transferivel;108.51;35.28;3.10;2016;
16;aquisicao de 4 quatro reparos para valvula de descarga dos banheiros para pcd no bloco c da pgr para atender norma tecnica nbr 90502018 e devido a constantes eventos no local;300.00;97.56;3.10;2018;
3;para atender ao fechamento das portarias 23 e 31 da prrj no periodo do carnaval;250.00;81.30;3.10;2020;prrj
4;pilha alcalina;126.90;41.28;3.10;2016;
11;reforcos para instalacao de anteparos acrilicos mesas servidores;210.00;68.33;3.10;2021;prsc
16;manutencao no sistema de bombeamento hidraulico;292.00;95.16;3.10;2018;
3;atender a demandas de contratacoes de pequenos valores que sao de utilizacao imediata e nao passiveis de planejamento manutencao de aparelho de interfone da prmteofilo otoni;250.00;81.51;3.10;2019;prmg
6;reposicao para a copa da prmjoinvilleesta no catalogo de materiais catalogo 0035  almoxarifado prsc000182  catalogo prms prscconforme orientacao do oficio circular n 312021caprsc;239.88;78.28;3.10;2021;prsc
2;em atendimento ao memorando circular n 552020  prrsse prrs000274642020 e ata  prrs000267862020 sera adquirida complementarmente uma torre dispensadora de alcool em gel com pedal para higienizacao das maos na entrada da prmlajeadors para fins de prevencao a contaminacao pelo covid19;289.00;94.35;3.10;2020;prrs
17;conserto de microfone sem fio utilizado em eventos realizados no auditorio;200.00;65.34;3.10;2019;prsc
18;aquisicao de materiais hidraulicos e outros para manutencao predial;289.07;94.58;3.10;2017;
4;pilha alcalina pequena e pilha alcalina palito;149.94;49.07;3.10;2016;
17;conserto dos microondas panasonic 30020574 copa do 3 andarstava desligando durante o uso e 30021533 parou de funcionar;346.00;113.28;3.10;2021;prrj
8;borracha diversas recarga tinta carimbo diversos;242.00;79.24;3.10;2016;
2;aquisicao de toten dispensador de alcool em gel para utilizacao na recpecao da procuradoria a fim de evitar a disseminacao do covid19;300.00;98.26;3.10;2020;prro
4;pilha alcalina;126.00;41.28;3.10;2016;
16;servico manutencao bebedouro;190.00;62.34;3.00;2019;prsp
11;aquisicao de fita rotuladora nao disponivel em estoque na prrj;152.00;49.88;3.00;2018;
6;compra de material de limpeza e conservacao para a prmniteroi;388.35;127.48;3.00;2018;
3;aquisicao de material indisponivel na secao de material nesta prrj;240.00;78.80;3.00;2017;
18;aquisicao de de 8 bateria de 9v e 12 pilhas aa para utilizacao nos microfones sem fio da prpr;136.00;44.66;3.00;2017;
13;aquisicao de 20 controles remotos sem codificacao  para uso em portoes e cancelas;240.00;78.84;3.00;2018;
7;fornecimento de agua mineral em galoes de 20l;288.66;94.84;3.00;2019;prmt
12;carimbo profissional;160.00;52.56;3.00;2016;
5;etiqueta laser ink jet a4368 3;218.70;71.86;3.00;2016;
7;filtro  e oleo  hilux;223.00;73.28;3.00;2016;
8;servico de remocao de entulho;250.00;82.18;3.00;2016;
17;material necessario para instalacao de equipamentos de informatica na prmsjm;331.97;109.15;3.00;2019;prrj
13;necessidade de servicos de recuperacao de segredosenha de cofre e copias de chaves;120.00;39.46;3.00;2018;
6;atender demandas de manutencao em relacao a limpeza e conservacao dp predio pois a contratada esta inadimplente na prestacao do servico;380.20;125.07;3.00;2018;
4;aquisicao emergencial de pequena monta;358.80;118.04;3.00;2019;prmt
11;rejunte fita veda rosca e tubo lig pvc;76.10;25.04;3.00;2016;
17;necessidade de conserto emergencial do ar condicionado da central telefonica e cpd;380.00;125.10;3.00;2017;
19;lampadas para iluminacao da sede da prmcampos;224.00;73.75;3.00;2020;prrj
17;manutencao da central telefonica que apresentou problemas;400.00;131.73;3.00;2019;prpb
8;rolos de fita de demarcacao de solo para serem colocadas nas escadas da prrj em razao das fitas atuais estarem antigas boia torre de 26 cm para atender a um banheiro da prrj;191.00;62.91;3.00;2019;prrj
17;conserto de um forno microondas lg tombo 14010794;231.00;76.11;3.00;2021;prba
18;aquisicao de epi p servidores e de materiais para uso em manutencoes na prsc;268.25;88.40;3.00;2019;prsc
5;etiqueta laser ink jet a4368 3;218.00;71.86;3.00;2016;
12;fecho 301 niquelado gaveta 30 unidades;150.00;49.45;3.00;2016;
5;aquisicao necessario para atender a prrj em razao da empresa contratada nao ter efetuado a entrega do material devido;310.63;102.45;3.00;2018;
10;trena aco 2 chave fenda 7;139.00;45.85;3.00;2016;
0;trocar placa do veiculo linea 01;250.00;82.57;3.00;2021;prse
7;compra de materiais para reparo na prm picos;302.80;100.05;3.00;2017;
12;assento soft br1 5 unidades;99.50;32.87;3.00;2017;
13;aquisicao de 06seis copias de chaves e 06seis controles de portoes considerando o novo contrato de vigilancia de 12 horas e nao preve abertura da prm aos servidores;186.00;61.47;3.00;2019;prrs
2;preparacao do predio para retorno das atividades presenciais com a adocao de medidas para diminuir o risco de contagio pelo novo coronavirus e necessidade de realizar a aquisicao em um curto espaco de tempo item que nao consta dos estoques de almoxarifado desta procuradoria e de necessidade imediata;359.40;118.80;3.00;2020;prr3 regiao
9;espuma para vedacao de janelas e vaos entre uma sala e outra;150.00;49.59;3.00;2018;
17;tratase de aquisicao de fita dupla face para instalacao e reposicao de dispensers saboneteiras e papeleiras nos sanitarios informo tambem que devido a pequena quantidade demandada a aquisicao ser de pequeno vulto e possuir prazo curto de validade nao e vantajoso manter estoque do item outrossim ressaltamos que devido a falta de fita dupla face em caso de necessidade por queda ou danos os acessorios dos sanitarios supracitados poderao ser repostos;211.20;69.87;3.00;2019;prr3 regiao
